"15 FEB 2026","18:17:49","","","GROSS MARGIN BY INVOICE", 
"","","","","PERIOD: 01/01/25 through 12/31/25", 
 
"Invoice No","Inv Date","Prod Code","WO / Part ","Quote","Gross Sales","Total Cost","Gross Margin","GM %","Extra Chg","Sales Tax","Quote Cost","Quote Price","Quote GM%","Quote Sell Price","Quote Sell GM%","Cust No","Customer Name","SalesPer #1","Rate #1","SalesPer #2","Rate #2","SalesPer #3","Rate #3","Location No","Location Name","City","State", 

"12283","02/24/25","PYLON","12283.1","38960","6987.75","4108.33","2879.42","41.21","211.55","489.15","0.00","0.00","","93.17","100.00","18600","CAT SCALE","MIKEE","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"12283","","","Invoice Totals","","6987.75","4108.33","2879.42","41.21","211.55","489.15","0.00","0.00","","93.17","100.00","18600","CAT SCALE","MIKEE","","","","","",

"12284","06/30/25","DRCT","12284.10","38869","14723.03","10687.93","4035.10","27.41","","","8609.13","14723.03","41.53","","","3396","IOWA EVENTS CENTER","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"12284","06/30/25","DRCT","12284.11","38870","2330.82","1436.84","893.98","38.35","","","1337.98","2330.82","42.60","","","3396","IOWA EVENTS CENTER","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"12284","","","Invoice Totals","","17053.85","12124.77","4929.08","28.90","0.00","0.00","9947.11","17053.85","41.67","","","3396","IOWA EVENTS CENTER","JOEP","","","","","",

"12284-2","08/29/25","DRCT","12284.3","38859","13263.31","6477.13","6786.18","51.17","","","7558.03","13263.31","43.02","","","3396","IOWA EVENTS CENTER","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"12284-2","08/29/25","DRCT","12284.4","38860","25719.22","13268.56","12450.66","48.41","","","7376.52","12859.61","42.64","","","3396","IOWA EVENTS CENTER","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"12284-2","08/29/25","DRCT","12284.5","38861","62139.44","34518.70","27620.74","44.45","","","9365.62","15534.86","39.71","","","3396","IOWA EVENTS CENTER","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"12284-2","08/29/25","DRCT","12284.6","38862","28976.34","16052.36","12923.98","44.60","","","8226.84","14488.17","43.22","","","3396","IOWA EVENTS CENTER","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"12284-2","","","Invoice Totals","","130098.31","70316.75","59781.56","45.95","0.00","0.00","32527.01","56145.95","42.07","","","3396","IOWA EVENTS CENTER","JOEP","","","","","",

"12284-3","09/22/25","PRMT","12284.1","38856","2700.00","738.08","1961.92","72.66","","","0.00","0.00","","2700.00","100.00","3396","IOWA EVENTS CENTER","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"12284-3","09/22/25","MONMNT","12284.2","38858","9223.12","5508.72","3714.40","40.27","","","6290.70","9223.12","31.79","","","3396","IOWA EVENTS CENTER","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"12284-3","09/22/25","DRCT","12284.7","38863","51116.55","20660.54","30456.01","59.58","","","5811.25","10223.31","43.16","","","3396","IOWA EVENTS CENTER","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"12284-3","09/22/25","DRCT","12284.8","38864","20446.62","7447.45","12999.17","63.58","","","0.00","0.00","","10223.31","100.00","3396","IOWA EVENTS CENTER","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"12284-3","09/22/25","DRCT","12284.9","38868","12294.26","9512.04","2782.22","22.63","","","3597.27","6147.13","41.48","","","3396","IOWA EVENTS CENTER","JOEP","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"12284-3","","","Invoice Totals","","95780.55","43866.83","51913.72","54.20","0.00","0.00","15699.22","25593.56","38.66","12923.31","-21.48","3396","IOWA EVENTS CENTER","JOEP","","","","","",

"12285","03/24/25","MISC","12285.1","","0.00","0.00","0.00","","","","","","","","","6334","FONG'S PIZZA","JOEP","","","","","","DEFAULT","FONG´S PIZZA","DES MOINES","IA",
"12285","","","Invoice Totals","","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","","","6334","FONG'S PIZZA","JOEP","","","","","",

"12286","03/31/25","INT","12286.1","38835","2034.14","1355.84","678.30","33.35","","142.39","1182.98","2034.14","41.84","","","6178","MEMBERS 1ST CREDIT UNION","JEFF","","","","","","1","Members 1st Credit Union","Ames","IA",
"12286","","","Invoice Totals","","2034.14","1355.84","678.30","33.35","0.00","142.39","1182.98","2034.14","41.84","","","6178","MEMBERS 1ST CREDIT UNION","JEFF","","","","","",

"12287","03/06/25","PYLON","12287.1","38981","13614.00","8650.03","4963.97","36.46","","952.98","0.00","0.00","","10864.00","100.00","18600","CAT SCALE","MIKEE","","","","","","543","CAT #2124","MIDLAND","TX",
"12287","","","Invoice Totals","","13614.00","8650.03","4963.97","36.46","0.00","952.98","0.00","0.00","","10864.00","100.00","18600","CAT SCALE","MIKEE","","","","","",

"12288","03/07/25","REPFCE","12288.1","38982","22410.00","10196.42","12213.58","54.50","277.73","1568.70","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","MIKEE","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"12288","","","Invoice Totals","","22410.00","10196.42","12213.58","54.50","277.73","1568.70","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","MIKEE","","","","","",

"12289","03/11/25","MONMNT","12289.1","38964","3103.84","886.49","2217.35","71.44","","","1762.97","3103.84","43.20","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","","29","WELLS FARGO","CLIVE","IA",
"12289","","","Invoice Totals","","3103.84","886.49","2217.35","71.44","0.00","0.00","1762.97","3103.84","43.20","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","",

"12290","03/07/25","REPFCE","12290.1","39007","3735.00","1592.85","2142.15","57.35","151.14","","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","MIKEE","","","","","","1116","CAT #1311","LINCOLN","AL",
"12290","","","Invoice Totals","","3735.00","1592.85","2142.15","57.35","151.14","0.00","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","MIKEE","","","","","",

"12291","03/07/25","REPFCE","12291.1","39009","3735.00","1707.09","2027.91","54.29","46.29","261.45","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","MIKEE","","","","","","1117","CAT #183","CUSSETA","AL",
"12291","","","Invoice Totals","","3735.00","1707.09","2027.91","54.29","46.29","261.45","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","MIKEE","","","","","",

"12292","04/06/25","WARVIN","12292.1","","0.00","610.77","-610.77","","","","","","","","","18600","CAT SCALE","JEFF","","","","","","1115","CAT #3196","ROCHELLE","IL",
"12292","","","Invoice Totals","","0.00","610.77","-610.77","","0.00","0.00","0.00","0.00","","","","18600","CAT SCALE","JEFF","","","","","",

"12293","03/24/25","INT","12293.1","38962","265.50","73.42","192.08","72.35","","18.59","28.12","53.10","47.04","","","6013","HUBER GRADING INC.","JOEP","","","","","","DEFAULT","HUBER GRADING INC.","ELKHART","IA",
"12293","","","Invoice Totals","","265.50","73.42","192.08","72.35","0.00","18.59","28.12","53.10","47.04","","","6013","HUBER GRADING INC.","JOEP","","","","","",

"12295","04/03/25","BLDG","12295.1","38894","3617.77","2153.46","1464.31","40.48","","","2146.66","3617.77","40.66","","","6293","KEMIN CENTRAL WAREHOUSE","JOEP","","","","","","DEFAULT","KEMIN CENTRAL WAREHOUSE","DES MOINES","IA",
"12295","","","Invoice Totals","","3617.77","2153.46","1464.31","40.48","0.00","0.00","2146.66","3617.77","40.66","","","6293","KEMIN CENTRAL WAREHOUSE","JOEP","","","","","",

"12296","03/11/25","GRAVEH","12296.1","38893","373.76","152.40","221.36","59.23","","26.17","23.38","46.72","49.96","","","6336","D & T ENTERPRISES","JOEP","","","","","","DEFAULT","D & T ENTERPRISES","GUTHRIE CENTER","IA",
"12296","","","Invoice Totals","","373.76","152.40","221.36","59.23","0.00","26.17","23.38","46.72","49.96","","","6336","D & T ENTERPRISES","JOEP","","","","","",

"12297","04/02/25","SRVCE","12297.1","39004","850.45","704.13","146.32","17.21","","59.53","531.20","850.45","37.54","","","5033","TIME O MATIC- WATCHFIRE","JOEP","","","","","","3","SUCCESS BANK - WATCHFIRE","BLOOMFIELD","IA",
"12297","","","Invoice Totals","","850.45","704.13","146.32","17.21","0.00","59.53","531.20","850.45","37.54","","","5033","TIME O MATIC- WATCHFIRE","JOEP","","","","","",

"12298","03/11/25","REPFCE","12298.1","39028","7861.85","3393.81","4468.04","56.83","","648.60","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","MIKEE","","","","","","41","CAT #2404","LAREDO","TX",
"12298","","","Invoice Totals","","7861.85","3393.81","4468.04","56.83","0.00","648.60","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","MIKEE","","","","","",

"12299","03/14/25","WARMFG","12299.1","","0.00","612.86","-612.86","","","","","","","","","2209","HUBBELL REALTY","JEFF","","","","","","36","EDENCREST AT ADEL - HUBBELL REALTY","ADEL","IA",
"12299","","","Invoice Totals","","0.00","612.86","-612.86","","0.00","0.00","0.00","0.00","","","","2209","HUBBELL REALTY","JEFF","","","","","",

"12300","03/12/25","REPFCE","12300.1","39032","3936.20","1523.26","2412.94","61.30","","295.22","0.00","0.00","","3685.00","100.00","18600","CAT SCALE","JEFF","","","","","","1087","CAT #1225","OTTAWA","IL",
"12300","","","Invoice Totals","","3936.20","1523.26","2412.94","61.30","0.00","295.22","0.00","0.00","","3685.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12301","03/10/25","ADA","12301.1","39019","172.38","52.50","119.88","69.54","","12.06","35.21","57.46","38.72","","","6043","PEDDICORD LILLIS","JOEP","","","","","","DEFAULT","PEDDICORD WHARTON LLP","West Des Moines","IA",
"12301","","","Invoice Totals","","172.38","52.50","119.88","69.54","0.00","12.06","35.21","57.46","38.72","","","6043","PEDDICORD LILLIS","JOEP","","","","","",

"12302","03/13/25","REPFCE","12302.1","39040","3735.00","1471.39","2263.61","60.61","158.28","","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","1119","CAT #220","SAN SIMON","AZ",
"12302","","","Invoice Totals","","3735.00","1471.39","2263.61","60.61","158.28","0.00","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12303","03/13/25","REPFCE","12303.1","39050","3896.20","1605.51","2290.69","58.79","","310.72","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","1120","CAT #382","SANTA NELLA","CA",
"12303","","","Invoice Totals","","3896.20","1605.51","2290.69","58.79","0.00","310.72","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12304","03/11/25","BANNER","12304.1","38969","296.69","142.96","153.73","51.82","","20.77","161.65","296.69","45.52","","","6337","CAMPBELL SUPPLY CO","BRADY","0.020","","","","","DEFAULT","Campbell Supply CO","Des Moines","IA",
"12304","","","Invoice Totals","","296.69","142.96","153.73","51.82","0.00","20.77","161.65","296.69","45.52","","","6337","CAMPBELL SUPPLY CO","BRADY","0.020","","","","",

"12305","03/13/25","CHANNL","12305.1","39046","656.22","331.98","324.24","49.41","","45.93","377.32","656.22","42.50","","","5666","ALTOONA SMILES PC FAMILY DENTISTRY","JEFF","","","","","","DEFAULT","Altoona Smiles PC Family Dentistry","Altoona","IA",
"12305","","","Invoice Totals","","656.22","331.98","324.24","49.41","0.00","45.93","377.32","656.22","42.50","","","5666","ALTOONA SMILES PC FAMILY DENTISTRY","JEFF","","","","","",

"12306","03/24/25","REPFCE","12306.1","38945","1541.31","626.32","914.99","59.36","225.00","107.89","883.55","1541.31","42.68","","","6338","BONDU BIKES","JOEP","","","","","","DEFAULT","BONDU BIKES","BONDURANT","IA",
"12306","03/24/25","PRMT","12306.2","39021","0.00","48.73","-48.73","","","","0.00","0.00","","150.00","100.00","6338","BONDU BIKES","JOEP","","","","","","DEFAULT","BONDU BIKES","BONDURANT","IA",
"12306","","","Invoice Totals","","1541.31","675.05","866.26","56.20","225.00","107.89","883.55","1541.31","42.68","150.00","-489.03","6338","BONDU BIKES","JOEP","","","","","",

"12307","03/24/25","SURVEY","12307.1","38279","575.00","375.38","199.62","34.72","","40.25","355.50","568.80","37.50","575.00","38.17","6339","MARTIN'S AUTO DETAILS PLUS","JEFF","","","","","","DEFAULT","Martin´s Auto Details Plus","Denison","IA",
"12307","","","Invoice Totals","","575.00","375.38","199.62","34.72","0.00","40.25","355.50","568.80","37.50","575.00","38.17","6339","MARTIN'S AUTO DETAILS PLUS","JEFF","","","","","",

"12308","03/27/25","REPFCE","12308.1","39052","3735.00","1605.51","2129.49","57.01","151.14","","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","1121","CAT #1258","SLIDELL","LA",
"12308","","","Invoice Totals","","3735.00","1605.51","2129.49","57.01","151.14","0.00","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12309","04/15/25","INT","12309.1","38808","3296.97","1150.73","2146.24","65.10","","230.79","1977.63","3296.97","40.02","","","6316","BEISSER LUMBER COMPANY","JEFF","","","","","","DEFAULT","Beisser Lumber Company","Johnston","IA",
"12309","","","Invoice Totals","","3296.97","1150.73","2146.24","65.10","0.00","230.79","1977.63","3296.97","40.02","","","6316","BEISSER LUMBER COMPANY","JEFF","","","","","",

"12310","03/27/25","REPFCE","12310.1","39053","3735.00","1605.51","2129.49","57.01","155.93","","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","121","CAT #71","MOSS POINT","MS",
"12310","","","Invoice Totals","","3735.00","1605.51","2129.49","57.01","155.93","0.00","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12311","03/14/25","REPFCE","12311.1","39055","3735.00","1605.51","2129.49","57.01","155.93","","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","1122","CAT #208","MADISON","GA",
"12311","","","Invoice Totals","","3735.00","1605.51","2129.49","57.01","155.93","0.00","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12312","03/26/25","INSTL","12312.1","","315.00","396.64","-81.64","-25.92","","","","","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","","538","HOME STATE BANK NAGLE","POLK CITY","IA",
"12312","","","Invoice Totals","","315.00","396.64","-81.64","-25.92","0.00","0.00","0.00","0.00","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","",

"12313","05/04/25","AWNING","12313.1","38766A","1018.67","398.59","620.08","60.87","","440.39","544.74","1018.67","46.52","","","3255","DIAMOND CO.","JEFF","","","","","","2","Beauty Brands ","Clive","IA",
"12313","05/04/25","AWNING","12313.2","38767A","1453.05","763.17","689.88","47.48","","","777.03","1453.05","46.52","","","3255","DIAMOND CO.","JEFF","","","","","","2","Beauty Brands ","Clive","IA",
"12313","05/04/25","AWNING","12313.3","38768A","2852.62","1464.87","1387.75","48.65","","","762.73","1426.31","46.52","","","3255","DIAMOND CO.","JEFF","","","","","","2","Beauty Brands ","Clive","IA",
"12313","05/04/25","AWNING","12313.4","38769A","967.06","218.85","748.21","77.37","","","517.14","967.06","46.52","","","3255","DIAMOND CO.","JEFF","","","","","","2","Beauty Brands ","Clive","IA",
"12313","","","Invoice Totals","","6291.40","2845.48","3445.92","54.77","0.00","440.39","2601.64","4865.09","46.52","","","3255","DIAMOND CO.","JEFF","","","","","",

"12314","03/14/25","SURVEY","12314.1","","350.00","107.25","242.75","69.36","","24.50","","","","","","4958","PRIDE SIGNS","JOEP","","","","","","14","PLANET FITNESS - PRIDE SIGNS","DES MOINES","IA",
"12314","","","Invoice Totals","","350.00","107.25","242.75","69.36","0.00","24.50","0.00","0.00","","","","4958","PRIDE SIGNS","JOEP","","","","","",

"12315","03/13/25","PYLON","12315.1","39060","1888.71","1026.71","862.00","45.64","","169.99","0.00","0.00","","1651.00","100.00","18600","CAT SCALE","JEFF","","","","","","1123","PILOT TRAVEL CENTERS","COLBY","KS",
"12315","","","Invoice Totals","","1888.71","1026.71","862.00","45.64","0.00","169.99","0.00","0.00","","1651.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12316","03/28/25","REPFCE","12316.1","39058","3735.00","1605.51","2129.49","57.01","151.14","","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","329","CAT #1149","GRAMERCY","LA",
"12316","","","Invoice Totals","","3735.00","1605.51","2129.49","57.01","151.14","0.00","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12317","03/13/25","REPFCE","12317.1","39066","13320.00","4063.84","9256.16","69.49","156.25","932.40","0.00","0.00","","13320.00","100.00","18600","CAT SCALE","JEFF","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"12317","","","Invoice Totals","","13320.00","4063.84","9256.16","69.49","156.25","932.40","0.00","0.00","","13320.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12318","03/21/25","DRCT","12318.1","39035","449.38","225.45","223.93","49.83","","62.92","128.67","224.69","42.73","","","4254","LOF-XPRESS OIL CHANGE","JOEP","","","","","","DEFAULT","LOF-XPRESS OIL CHANGE","AMES","IA",
"12318","03/21/25","DRCT","12318.2","39036","449.38","213.62","235.76","52.46","","","128.67","224.69","42.73","","","4254","LOF-XPRESS OIL CHANGE","JOEP","","","","","","DEFAULT","LOF-XPRESS OIL CHANGE","AMES","IA",
"12318","","","Invoice Totals","","898.76","439.07","459.69","51.15","0.00","62.92","257.34","449.38","42.73","","","4254","LOF-XPRESS OIL CHANGE","JOEP","","","","","",

"12319","03/31/25","REPFCE","12319.1","39065","3901.72","1605.51","2296.21","58.85","","311.16","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","1124","CAT #1123","LIVINGSTON","CA",
"12319","","","Invoice Totals","","3901.72","1605.51","2296.21","58.85","0.00","311.16","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12320","04/28/25","AWNING","12320.1","38654","6314.55","2398.86","3915.69","62.01","","442.02","3942.85","6314.55","37.56","","","4815","PRAIRIE MEADOWS","JEFF","","","","","","DEFAULT","Prairie Meadows","Altoona","IA",
"12320","","","Invoice Totals","","6314.55","2398.86","3915.69","62.01","0.00","442.02","3942.85","6314.55","37.56","","","4815","PRAIRIE MEADOWS","JEFF","","","","","",

"12321","04/08/25","INSTL","12321.1","39005","4156.03","2240.28","1915.75","46.10","","290.92","2733.36","4156.03","34.23","","","5300","AMERICAN STATE BANK","JEFF","","","","","","2","American State Bank","Osceola","IA",
"12321","","","Invoice Totals","","4156.03","2240.28","1915.75","46.10","0.00","290.92","2733.36","4156.03","34.23","","","5300","AMERICAN STATE BANK","JEFF","","","","","",

"12322","05/07/25","VINYL","12322.1","39045","267.31","156.22","111.09","41.56","","18.71","158.34","267.31","40.77","","","5651","HCII-12499 UNIVERSITY AVE  LLC","JEFF","","","","","","DEFAULT","MD Service of Iowa","Clive","IA",
"12322","","","Invoice Totals","","267.31","156.22","111.09","41.56","0.00","18.71","158.34","267.31","40.77","","","5651","HCII-12499 UNIVERSITY AVE  LLC","JEFF","","","","","",

"12323","03/24/25","LIFTS","12323.1","","187.50","91.59","95.91","51.15","","13.13","","","","","","6344","BELCHER & LONG CORP-NORMANDY BILLING.","JEFF","","","","","","2","NORMANDY TERRACE APARTMENTS","WEST DES MOINES","IA",
"12323","","","Invoice Totals","","187.50","91.59","95.91","51.15","0.00","13.13","0.00","0.00","","","","6344","BELCHER & LONG CORP-NORMANDY BILLING.","JEFF","","","","","",

"12324","03/24/25","BLDG","12324.1","39010","1739.72","568.94","1170.78","67.30","","121.78","1044.23","1739.72","39.98","","","5680","SIGN MANAGER","RICHT","","","","","","4","CARIBOU COFFEE-SIGN MANAGER","CLIVE","IA",
"12324","","","Invoice Totals","","1739.72","568.94","1170.78","67.30","0.00","121.78","1044.23","1739.72","39.98","","","5680","SIGN MANAGER","RICHT","","","","","",

"12325","03/26/25","MONMNT","12325.1","38988","2123.12","759.45","1363.67","64.23","","","1233.23","2123.12","41.91","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","","15","WELLS FARGO / SIGNTECH","DES MOINES","IA",
"12325","","","Invoice Totals","","2123.12","759.45","1363.67","64.23","0.00","0.00","1233.23","2123.12","41.91","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","",

"12326","03/24/25","PLCUT","12326.1","39078","258.11","115.01","143.10","55.44","","18.07","149.85","258.11","41.94","","","4095","JOHN BOYT INDUSTRIAL SEWING","BRADY","0.020","","","","","DEFAULT","John Boyt Industrial Sewing","Urbandale","IA",
"12326","","","Invoice Totals","","258.11","115.01","143.10","55.44","0.00","18.07","149.85","258.11","41.94","","","4095","JOHN BOYT INDUSTRIAL SEWING","BRADY","0.020","","","","",

"12327","05/06/25","INT","12327.1","39047","3554.32","2277.21","1277.11","35.93","","248.80","2183.87","3554.32","38.56","","","6323","JACKSON TAX & BUSINESS CONSULTING","JEFF","","","","","","DEFAULT","Jackson Tax & Business Consulting","West Des Moines","IA",
"12327","","","Invoice Totals","","3554.32","2277.21","1277.11","35.93","0.00","248.80","2183.87","3554.32","38.56","","","6323","JACKSON TAX & BUSINESS CONSULTING","JEFF","","","","","",

"12328","03/24/25","BLDG","12328.1","39102","265.05","120.75","144.30","54.44","","","167.29","265.05","36.88","","","3582","EVERBRITE LLC","JEFF","","","","","","26","Domino´s - Everbrite","Indianola","IA",
"12328","","","Invoice Totals","","265.05","120.75","144.30","54.44","0.00","0.00","167.29","265.05","36.88","","","3582","EVERBRITE LLC","JEFF","","","","","",

"12329","03/31/25","REPFCE","12329.1","39103","3901.72","1605.51","2296.21","58.85","","321.89","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","277","CAT #1622","PASO ROBLES","CA",
"12329","","","Invoice Totals","","3901.72","1605.51","2296.21","58.85","0.00","321.89","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12330","04/08/25","INT","12330.1","39076","1369.95","905.68","464.27","33.89","","95.90","282.46","456.65","38.15","","","5942","CRESCENT ELECTRIC SUPPLY COMPANY","JOEP","","","","","","DEFAULT","CRESCENT ELECTRIC SUPPLY COMPANY","ALTOONA","IA",
"12330","","","Invoice Totals","","1369.95","905.68","464.27","33.89","0.00","95.90","282.46","456.65","38.15","","","5942","CRESCENT ELECTRIC SUPPLY COMPANY","JOEP","","","","","",

"12331","03/31/25","REPFCE","12331.1","39110","3735.00","1605.51","2129.49","57.01","167.67","","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","617","CAT #1387","HAINES CITY","FL",
"12331","","","Invoice Totals","","3735.00","1605.51","2129.49","57.01","167.67","0.00","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12332","03/31/25","REPFCE","12332.1","","3735.00","1605.51","2129.49","57.01","155.93","","","","","","","18600","CAT SCALE","JEFF","","","","","","1125","CAT #1425","CARNESVILLE","GA",
"12332","","","Invoice Totals","","3735.00","1605.51","2129.49","57.01","155.93","0.00","0.00","0.00","","","","18600","CAT SCALE","JEFF","","","","","",

"12333","03/31/25","GRAPHC","12333.1","39081","603.00","196.34","406.66","67.44","","138.24","34.76","60.30","42.35","","","6013","HUBER GRADING INC.","JOEP","","","","","","DEFAULT","HUBER GRADING INC.","ELKHART","IA",
"12333","03/31/25","GRAPHC","12333.2","39082","1371.76","241.93","1129.83","82.36","","","7.88","13.19","40.26","","","6013","HUBER GRADING INC.","JOEP","","","","","","DEFAULT","HUBER GRADING INC.","ELKHART","IA",
"12333","","","Invoice Totals","","1974.76","438.27","1536.49","77.81","0.00","138.24","42.64","73.49","41.98","","","6013","HUBER GRADING INC.","JOEP","","","","","",

"12334","03/31/25","LIFTS","12334.1","","187.50","102.32","85.18","45.43","","13.13","","","","","","6344","BELCHER & LONG CORP-NORMANDY BILLING.","JEFF","","","","","","2","NORMANDY TERRACE APARTMENTS","WEST DES MOINES","IA",
"12334","","","Invoice Totals","","187.50","102.32","85.18","45.43","0.00","13.13","0.00","0.00","","","","6344","BELCHER & LONG CORP-NORMANDY BILLING.","JEFF","","","","","",

"12335","04/02/25","REPFCE","12335.1","39139","3735.00","1605.51","2129.49","57.01","151.14","","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","1117","CAT #183","CUSSETA","AL",
"12335","","","Invoice Totals","","3735.00","1605.51","2129.49","57.01","151.14","0.00","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12336","04/10/25","PRMT","12336.1","38822","150.00","109.23","40.77","27.18","166.44","","0.00","0.00","","150.00","100.00","3010","PATTISONID","JEFF","","","","","","28","UNITED RENTALS - PATTISON ID","DES MOINES","IA",
"12336","","","Invoice Totals","","150.00","109.23","40.77","27.18","166.44","0.00","0.00","0.00","","150.00","100.00","3010","PATTISONID","JEFF","","","","","",

"12337","04/16/25","PYLON","12337.1","39143","18248.00","11372.45","6875.55","37.68","","1277.36","0.00","0.00","","14873.00","100.00","18600","CAT SCALE","JEFF","","","","","","549","CAT #1926","ALEXANDER","ND",
"12337","","","Invoice Totals","","18248.00","11372.45","6875.55","37.68","0.00","1277.36","0.00","0.00","","14873.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12338","03/31/25","PYLON","12338.1","39145","1651.00","1026.71","624.29","37.81","248.59","","0.00","0.00","","1651.00","100.00","18600","CAT SCALE","JEFF","","","","","","904","CAT #1133","BELLEMONT","AZ",
"12338","","","Invoice Totals","","1651.00","1026.71","624.29","37.81","248.59","0.00","0.00","0.00","","1651.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12339","04/04/25","REPFCE","12339.1","39146","3735.00","1605.51","2129.49","57.01","155.93","","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","1126","CAT #30","LAS CRUCES","NM",
"12339","","","Invoice Totals","","3735.00","1605.51","2129.49","57.01","155.93","0.00","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12340","04/04/25","REPFCE","12340.1","39147","3735.00","1605.51","2129.49","57.01","155.93","","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","1127","CAT #702","LAS CRUCES","NM",
"12340","","","Invoice Totals","","3735.00","1605.51","2129.49","57.01","155.93","0.00","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12341","05/12/25","REPFCE","12341.1","39090","4293.48","3019.68","1273.80","29.67","","300.54","2661.19","4293.48","38.02","","","5726","WEST END CAR WASH","JEFF","","","","","","DEFAULT","West End Car Wash","Perry","IA",
"12341","05/12/25","PRMT","12341.2","39104","0.00","24.38","-24.38","","","","0.00","0.00","","150.00","100.00","5726","WEST END CAR WASH","JEFF","","","","","","DEFAULT","West End Car Wash","Perry","IA",
"12341","","","Invoice Totals","","4293.48","3044.06","1249.42","29.10","0.00","300.54","2661.19","4293.48","38.02","150.00","-1674.13","5726","WEST END CAR WASH","JEFF","","","","","",

"12342","07/09/25","VINYL","12342.2","39116","328.64","185.24","143.40","43.63","185.00","291.36","204.05","328.64","37.91","","","6161","SMITH + CO FINANCIAL","JOEP","","","","","","DEFAULT","SMITH + CO FINANCIAL","DES MOINES","IA",
